ID,output
19307,6
5301,4
15485,8
11714,6
4748,4
9435,3
3709,8
13116,5
9576,8
10150,6
19456,5
6530,8
10188,9
14683,0
504,6
1214,8
1531,0
823,6
17312,0
5029,2
13428,0
16517,2
2105,9
3627,2
12972,5
1852,3
4910,6
11003,2
13843,5
11704,4
15761,4
6190,6
17640,1
19760,0
5645,8
19870,6
19968,7
9588,7
11829,2
8053,6
3330,2
19087,7
8662,0
7114,8
13323,6
1353,3
10975,6
11023,9
667,4
9337,0
13659,1
3719,1
19129,0
7483,2
539,8
4964,8
4835,2
6042,0
14837,3
7312,0
5320,3
13216,9
2779,7
17308,5
1581,3
19708,5
12677,1
5713,9
16639,0
4804,9
18222,5
10136,3
9,8
19255,6
5124,8
1015,4
2193,2
8415,6
13550,9
14512,9
4158,9
6970,2
6938,1
13772,1
18017,2
10344,0
7266,7
8702,2
384,0
404,0
8175,7
15158,2
12763,1
18384,1
9860,7
5989,4
15106,8
17844,9
3636,8
10916,5
4809,7
13456,6
15444,8
5997,5
2048,9
12338,1
17100,7
4544,0
4976,6
12775,3
10015,5
3419,0
14430,6
7239,8
14489,8
16633,2
10357,4
17154,8
4363,2
10176,4
17461,0
8427,7
8580,3
4858,3
10040,5
19198,5
19758,4
15254,7
11470,4
1252,9
6996,1
12173,9
4673,7
15781,6
13051,4
6881,5
6949,5
9521,6
8017,2
6941,7
10209,1
17715,0
9550,6
4637,0
4854,2
19561,5
10320,0
18564,1
4892,4
7043,1
16521,2
19856,9
19216,8
19963,2
4164,6
7941,6
14388,8
5569,6
4300,7
6269,2
3818,5
12015,0
12234,6
18290,9
6254,1
17144,7
7350,8
15183,7
6238,1
6090,9
11637,6
12647,2
9911,4
8472,8
18271,4
3266,5
666,2
4188,2
17055,2
10161,0
11314,2
12891,0
4777,0
3900,8
13716,4
6981,0
6376,2
16907,3
18777,6
18977,8
10160,9
14124,5
16282,8
10488,3
5240,2
10453,9
10478,2
12394,7
19262,9
4432,0
13568,7
14178,2
17660,1
302,1
17022,7
55,0
13013,7
8717,5
8150,8
2125,2
11479,0
15745,6
16748,4
6809,5
4621,6
15034,2
13623,0
5126,6
5122,7
18030,4
17302,7
19181,1
5870,9
1531,0
8172,1
19729,4
7673,2
6882,8
1906,4
3086,0
13503,2
8152,9
5750,2
12772,7
10267,2
1062,5
18360,1
17680,2
6229,2
16509,3
15147,5
4632,9
6288,6
3596,4
11475,8
6168,0
9795,7
7561,0
8258,0
16616,6
6371,6
14369,9
12910,0
7943,6
12199,3
15728,6
6738,8
15913,0
2472,4
19123,6
15679,5
1761,8
10167,3
10554,5
17260,0
14277,2
3812,9
17844,4
18117,2
1605,6
5622,3
6767,2
11613,0
19901,2
10589,7
13918,1
13046,6
2590,7
17447,5
4324,8
10787,4
9111,9
5342,6
16389,7
8659,1
14043,8
8837,4
117,6
13917,3
18935,6
14309,8
13234,8
5560,5
846,2
10954,9
13703,7
15385,3
13746,1
6469,1
9333,1
16608,1
12819,0
4208,1
6283,0
2048,8
6233,3
12941,2
12607,3
9765,6
1828,9
1917,6
6988,0
18410,4
14594,4
12977,4
9,9
16644,3
9865,5
2219,2
7041,3
18444,3
5287,9
1619,9
8512,3
1342,5
10568,3
19216,7
19208,0
18378,7
14231,9
3490,4
9310,0
7984,0
17988,7
12219,8
235,9
10161,9
1908,6
8567,0
3530,5
5256,7
19019,2
8162,7
18944,0
5415,5
3391,4
11157,5
5951,8
8007,4
9064,9
15524,8
19282,3
77,0
7577,3
16984,2
14060,9
17449,2
18520,0
10535,8
9510,3
6943,4
11954,8
7804,2
6565,7
5984,4
4670,0
18574,2
9184,1
19096,7
2192,2
1248,5
11246,0
12790,6
18381,5
3687,1
4018,7
11302,8
1970,3
8389,2
17586,9
15374,8
5788,5
5408,0
9446,2
922,8
419,8
18588,4
10789,7
1120,5
11260,0
17334,1
2336,9
5373,7
2243,4
19029,0
4612,7
13946,1
18249,0
11104,5
13429,8
6371,4
6359,4
7863,8
3228,8
14382,2
18755,9
2891,1
3756,7
15770,4
16478,4
2674,9
6898,2
10147,6
793,0
2116,2
5779,9
12298,3
14153,0
11111,4
10789,4
11397,4
12999,6
814,8
16729,0
10541,6
2443,8
10457,1
10380,0
7783,0
11473,8
17368,4
15328,9
827,4
19915,8
7147,8
4451,0
15343,6
13635,9
5959,0
126,4
19561,4
8795,5
11641,3
7196,4
11559,4
3368,2
3797,9
15114,4
13718,7
1792,7
11053,6
3476,8
3417,2
1645,7
14755,9
19414,3
19256,6
3072,9
1854,7
4662,8
6514,5
2708,2
11694,4
9524,5
19891,5
6456,0
4212,3
13224,6
7970,9
16920,4
1625,8
10314,9
7973,8
8577,2
8070,9
8666,4
3600,9
6783,2
13226,8
9146,2
4971,7
13490,8
17589,9
12951,8
12312,6
1990,8
5299,8
12997,0
19956,2
13472,4
4380,4
4757,8
19097,6
10395,1
16241,6
5588,7
17350,1
4944,4
13395,5
19816,5
17072,4
4243,6
9916,6
9984,4
1759,4
9181,1
2482,7
951,7
2079,3
2717,2
9692,0
7311,9
18449,6
768,7
5490,2
15534,2
6645,6
5232,1
11485,8
5797,6
19719,1
12342,4
8038,7
16002,9
13087,2
4873,8
1481,2
10093,4
19835,1
14422,0
16438,0
7643,0
19846,0
15708,7
11271,8
17216,6
12600,2
10998,1
14295,2
10682,0
16380,6
8519,1
19694,2
3300,2
6722,9
7218,6
3054,2
13575,4
7970,4
2143,8
9503,9
15149,8
18922,2
12175,9
8356,3
15070,3
822,9
17327,0
14289,7
6150,2
4425,7
16032,4
2198,1
3452,1
9106,3
13859,2
17692,2
8705,0
10112,0
19978,2
4841,0
15358,2
1409,5
4566,6
11382,4
17939,5
14596,9
804,0
13221,4
1279,8
13192,7
7083,1
11093,4
17771,0
12880,3
15517,9
19063,6
2106,2
16086,4
4831,5
19152,2
3186,7
2573,0
12808,0
2599,4
4033,2
8428,0
1304,0
17685,8
18925,5
18435,9
8633,0
11372,0
8996,7
16458,0
5475,8
7184,4
12875,8
1622,9
15988,0
8041,1
16725,8
18458,6
7992,7
15646,7
17029,8
4263,7
14060,7
15156,2
8646,9
11664,9
2969,1
3028,7
19065,2
3629,3
3067,7
5941,6
17770,9
19250,7
11555,3
13081,7
6819,8
11046,7
17717,8
2711,4
4853,8
7715,6
8942,0
15507,9
15826,4
1762,7
15850,6
12112,7
12652,0
6122,1
481,8
14536,0
153,7
7617,2
1524,7
2120,6
15048,8
2343,4
5136,9
1240,6
60,1
9130,4
18023,2
12312,0
13350,5
12418,5
1252,2
8363,6
9650,6
19933,7
18706,6
16314,6
4090,7
6960,6
3004,8
16713,6
3640,0
1341,6
11855,7
338,0
5895,5
12254,9
19092,1
11344,7
1750,5
2421,6
7119,6
5319,9
15896,2
11918,8
13849,1
4873,2
4806,0
8592,8
12182,1
19541,8
16774,2
12045,8
4430,8
8820,4
4232,4
11122,6
15023,6
8007,9
17905,1
9018,2
1500,8
6737,7
3294,8
18803,8
19426,4
4497,2
17850,7
19945,8
614,0
9374,8
19607,8
2667,5
13409,8
16514,8
2983,7
12651,6
8230,3
6640,9
11779,6
15317,3
17304,6
7564,0
15520,9
13737,9
9323,8
15229,9
11713,7
8502,3
19625,4
545,2
4346,2
9996,0
15775,9
13919,3
3810,4
7206,2
9005,2
16371,3
12316,4
18416,2
8436,2
12984,2
271,4
19895,5
18155,4
10616,1
4361,0
7069,5
17304,2
3430,9
12676,1
10816,5
2050,8
11692,0
1165,2
2033,2
145,6
14269,9
7832,6
14286,7
2632,5
4494,6
15152,7
9155,8
10426,2
10233,9
1828,6
12260,7
9130,0
4805,4
806,3
8202,0
1868,9
14561,1
15512,3
14899,9
16220,6
15934,0
5429,4
9076,2
3564,3
1389,3
11593,5
7274,0
17208,2
18649,7
17320,4
10745,6
14199,0
15876,7
18180,1
8245,5
7214,5
726,8
19120,6
13832,3
11362,5
18297,1
10106,4
7657,6
18850,6
14551,5
7906,2
7287,0
892,9
10222,6
4675,1
1933,4
17764,7
11873,8
17674,1
18024,6
13239,7
10874,5
17602,9
5016,4
13774,9
9752,2
17338,0
15585,1
7291,7
974,7
4133,6
14663,7
3972,3
5295,0
13913,4
9105,6
8228,1
9903,5
3020,9
8987,2
12880,9
5233,3
9516,7
14559,7
16701,0
2396,3
18546,1
19129,0
1591,8
11303,0
6183,2
1312,5
7314,3
18767,7
19623,2
2139,1
14688,2
18088,0
6924,0
362,0
18988,2
13481,0
3738,3
2469,0
16106,6
16940,7
9017,9
2808,4
16370,5
14870,5
12713,4
7561,9
2719,4
11700,9
3741,0
9766,1
3998,4
18787,1
16077,4
294,4
10177,6
9882,6
1136,2
2064,8
7009,7
12987,2
4543,0
1007,1
5445,9
10706,4
14749,6
11718,7
9439,1
13281,4
1435,1
571,8
2382,0
5084,1
16661,0
13507,9
7059,4
18271,8
12771,7
17649,1
7491,2
14527,3
17424,0
14859,8
8073,0
9077,1
19136,1
11383,2
16378,6
2353,0
4799,2
17070,3
11939,1
2428,5
11296,9
7813,1
14414,2
11801,9
11745,5
13025,2
3356,0
14288,7
6540,7
16422,7
3342,9
9078,7
2844,2
10396,9
17482,8
18207,7
13998,1
13261,8
19539,2
3093,6
11722,1
19280,4
11645,0
15083,0
988,8
6446,0
16335,0
16133,5
1682,0
5626,2
7424,5
12857,5
12155,7
17317,8
19982,4
11425,7
1980,3
15522,8
19440,9
8984,3
17175,7
15883,7
5390,2
18639,2
19994,4
1607,9
6573,8
17368,9
5776,3
3676,0
3380,6
8711,7
8782,3
17434,5
13997,0
6342,1
17343,1
6059,8
8884,7
5655,0
12091,5
19330,1
15251,2
526,4
3224,8
15069,0
11536,3
13547,0
18259,5
1763,2
8712,1
5797,7
9208,1
5109,7
16500,5
2433,5
16967,0
4167,2
17773,4
8357,1
6154,8
8920,6
18427,0
19880,7
17162,2
213,2
3762,3
13399,0
9768,0
10640,2
6731,3
19501,6
5791,2
15822,0
8783,6
13621,2
16019,6
2720,2
8905,7
9127,2
16385,3
6368,2
14056,4
12236,4
18333,5
14451,3
17301,8
19558,2
10433,8
15525,7
89,0
18093,4
10361,0
16369,9
3041,5
105,0
9078,3
18279,1
6090,2
6082,6
17018,9
1925,8
18440,7
6917,5
19528,5
552,6
3911,8
3389,0
13629,6
2430,8
458,0
13395,2
207,3
899,2
11653,2
16405,1
8601,8
894,6
514,9
4109,0
13258,4
15313,5
15349,6
7179,2
10326,1
11787,2
1560,0
13612,1
17650,6
19811,9
4780,2
18311,9
11894,8
2356,0
4790,8
16690,9
10181,7
7057,6
16082,2
661,6
4644,4
15711,2
2920,6
16002,0
14025,2
8946,4
12732,9
6236,0
16309,0
13518,9
352,7
7005,2
14036,2
16542,2
956,0
2071,4
8595,0
15140,5
12803,8
3453,9
6675,6
955,1
6295,0
15921,6
18096,4
15282,7
4703,5
6563,0
12003,1
10817,5
11171,7
12582,5
12201,7
17778,0
12473,2
9461,1
15596,7
529,6
19342,1
19975,6
12765,6
13910,2
11561,8
9131,9
525,4
16385,7
374,6
12197,5
4648,4
2365,1
17909,3
1646,6
13,1
4599,0
2278,9
14296,8
3155,1
8321,0
3814,9
13125,9
3216,0
2113,8
10238,6
13760,9
12588,1
3374,0
6430,2
19850,4
19465,2
11970,6
629,3
16653,1
10831,1
5724,8
11083,0
13149,2
19816,5
9472,0
6276,0
15635,6
5895,0
13994,2
10552,5
16959,0
6099,9
9499,3
19576,4
3178,2
19118,7
6116,8
15563,5
3568,1
9847,7
14135,7
18587,0
17774,7
1742,8
18309,9
619,8
17658,7
17340,3
1939,2
16001,2
968,4
14846,0
281,5
15360,3
6262,9
1058,0
10724,1
5178,7
6980,7
9200,7
1229,4
8467,8
19124,2
2289,4
1239,0
5370,8
16170,2
125,5
12504,2
15398,8
6638,1
6570,1
3249,8
9110,0
7595,0
13605,1
12115,0
6294,1
5757,4
12595,4
1969,0
10985,4
17275,3
4470,2
10225,7
9556,2
9206,9
9991,3
7519,7
13669,3
4612,9
12373,8
17582,7
15552,8
14646,7
5238,6
15577,2
15504,0
3719,7
302,8
12144,3
17370,3
10055,5
4440,5
3072,8
13598,8
14287,4
13965,3
19508,1
9519,2
13380,7
11865,7
8125,3
3291,3
4033,2
5105,9
17087,8
8133,4
16958,7
5704,8
7848,8
12975,3
6924,5
19614,1
488,0
7114,2
15740,3
3173,9
1667,0
4114,1
3553,4
7761,7
1000,8
15638,3
17772,4
5450,8
3712,5
1367,2
8189,4
9013,7
16838,0
19156,7
3726,2
4806,0
2190,8
9108,9
12178,1
2875,8
5592,3
17824,5
12592,3
8927,1
14437,8
11530,4
7010,1
11207,6
2989,1
12040,1
9218,1
6471,5
2863,6
10693,6
1177,7
4760,2
11,7
16353,3
11556,0
11563,4
14051,3
11022,3
8234,8
16173,6
13178,5
6570,2
406,5
9206,1
4431,6
6542,7
8906,8
4146,6
12046,2
12611,4
13076,8
16524,6
4882,0
14113,3
13645,7
6012,4
17347,1
7151,6
3610,8
9884,2
6894,1
13467,8
16489,8
9873,5
12289,5
12208,1
10828,8
2137,0
19914,5
1286,6
15710,0
11371,7
15945,6
7052,1
3654,2
18743,1
15600,8
8636,0
6441,7
9667,2
12149,0
1798,8
9600,0
5495,0
9900,2
13673,9
11130,0
15222,2
1300,7
9435,5
19481,2
4616,5
16393,5
10617,4
5752,8
9852,7
6295,1
17456,7
3225,1
1316,9
12337,7
6807,1
3683,3
7227,0
3273,0
145,9
5010,9
16035,4
3040,2
9654,8
16866,8
19563,6
17633,2
17014,4
14996,0
16336,0
8853,5
11695,8
2852,5
16014,8
987,4
7622,5
9160,6
17484,4
6652,4
7421,2
769,0
17727,6
14114,0
4358,7
11543,6
18733,5
5699,2
17625,7
1125,6
10793,0
6764,5
12323,6
13031,7
14052,6
12640,4
7843,0
14210,8
16456,5
10106,8
5189,3
2472,5
17091,1
18188,2
6704,4
3713,6
5051,4
10756,3
2475,1
3610,5
4255,9
14484,7
1735,4
8258,3
7979,7
2428,8
12345,8
7426,4
8533,2
5249,7
19201,6
9686,2
14109,6
661,7
12075,7
14788,6
10060,0
15836,5
10526,1
3374,6
207,3
2665,9
18877,5
632,5
3083,3
13711,8
10123,5
7123,2
10754,4
1679,6
15901,6
236,4
7446,2
4443,2
15463,8
8555,3
18752,0
16669,6
148,5
13395,6
4895,1
17396,9
11023,8
10699,8
9715,4
19169,3
16163,8
5782,0
18792,2
16724,3
2817,8
15096,3
18880,6
5299,8
9917,3
18073,1
3267,8
4406,3
17826,6
10382,6
4437,0
5435,0
4107,5
560,8
12329,5
1826,8
11421,2
12265,0
7629,7
8325,4
19522,7
7693,3
8264,6
12686,8
13716,2
6721,6
19362,5
7373,2
5907,7
16127,7
5656,2
8984,4
8286,6
5901,6
4917,0
8429,5
14716,0
15795,3
11138,2
2530,9
18344,5
17432,8
5772,4
15476,1
18913,3
15751,6
2964,3
7137,4
17347,9
16920,7
13891,5
7340,8
7967,5
12415,1
11871,5
11916,4
8734,2
845,6
19420,6
2494,8
12677,2
19103,2
18268,5
12330,7
5179,0
6610,7
6430,0
7154,0
13828,2
10145,7
6488,6
3850,7
17073,3
13564,1
5078,6
12168,1
5448,1
17563,9
9074,0
6406,4
8800,7
14083,1
1638,6
10340,1
1382,2
1403,2
9011,6
3292,3
9011,4
419,9
12411,0
4517,1
19686,6
15422,2
9700,8
5693,3
767,9
18428,2
14818,4
1549,2
9956,8
6140,6
10837,9
3716,1
4481,5
6548,1
18677,4
4837,2
7758,7
10900,8
7993,4
5542,6
14828,4
16052,2
2385,2
14308,2
671,8
163,9
8656,6
11234,2
4795,4
10634,0
4798,1
18739,6
10749,8
5827,9
4719,4
593,1
7394,0
14056,6
19877,2
10636,2
19056,1
16,0
3191,1
392,7
6272,2
16955,3
3631,3
6172,9
9312,6
18663,5
8906,2
17159,6
18631,0
16462,1
8080,7
7099,3
14916,4
7083,4
9223,6
4940,4
19655,5
3456,9
7788,2
2711,6
11280,2
18052,0
16531,1
12089,3
10142,8
16749,6
15587,4
9866,0
4531,7
12686,7
5330,4
5510,1
8964,3
6493,9
10759,6
5439,6
14473,0
9765,4
13279,9
6511,4
11483,6
17630,0
2376,5
19393,3
11824,1
18211,8
6979,7
9832,1
12504,4
6910,0
14089,0
2196,8
5978,3
17153,6
780,2
9908,0
6303,3
14686,1
3983,4
9503,6
16905,2
13070,0
12232,2
4583,5
5946,2
16377,8
7128,4
11889,6
12275,1
2461,0
14291,9
14036,5
11435,9
685,5
18544,4
12258,7
15990,0
16422,7
10736,2
4875,2
17640,4
11182,7
2196,7
7165,1
15997,4
14215,7
301,2
17030,3
14571,6
9951,4
10773,4
16140,0
19921,2
13057,6
12500,8
15921,7
11870,0
4082,2
13718,9
10517,8
3754,0
1724,4
1376,2
8706,5
8894,4
18037,5
18450,5
16406,0
18844,7
5926,4
6251,1
9496,0
3300,5
8553,8
3727,1
16898,0
16832,8
6019,4
15463,9
10047,5
11754,9
2520,8
3081,2
1428,1
3967,0
6445,6
14566,7
14042,0
11329,7
2159,7
5132,4
18931,2
19363,6
14933,4
10473,1
19033,8
10805,4
3083,3
17421,2
13944,2
19873,8
7604,7
15379,2
19018,3
3983,8
1778,6
5110,5
12087,4
17508,9
17081,0
2179,0
9596,8
5251,5
9235,9
18313,1
14871,3
1013,6
16610,4
1828,4
7909,8
5588,7
13109,9
2023,0
14537,0
5891,3
1080,5
5036,0
15379,4
10822,0
2563,3
3292,2
3586,8
16087,8
16100,6
6643,9
3959,8
11005,1
10775,7
161,6
16029,8
16977,9
14226,6
11154,5
12080,2
3390,7
5997,5
12693,6
17047,9
9324,1
541,7
5093,8
13428,9
11166,4
17251,7
16063,9
10258,4
16044,8
5469,2
6256,8
10720,5
1169,8
830,0
1651,4
17520,7
19194,6
9518,6
13258,7
16184,1
1019,4
10028,4
12448,5
12485,6
1283,1
17043,7
18394,4
1733,2
18509,8
18555,5
16230,3
14472,8
12889,5
3471,5
9028,9
8329,2
2097,2
14082,6
13930,8
10077,1
6397,6
2757,9
18284,0
18994,8
17833,0
5017,9
16370,1
7999,4
10195,9
2096,6
15433,3
10595,0
15941,5
19715,3
15078,9
5105,5
19362,7
2839,2
3384,6
10851,8
10053,8
13493,6
17069,1
14139,0
7531,6
4283,1
7736,1
7710,9
1619,7
13975,4
12835,8
15261,0
1431,9
9067,2
4713,7
9557,8
9435,4
4998,7
162,6
1974,6
19675,5
8461,8
17015,8
17289,9
2014,2
9833,0
7896,0
204,7
16965,5
9032,4
5347,8
2643,8
8017,4
18681,3
17258,4
5560,2
15892,1
14531,6
17073,5
4000,0
14289,7
17055,0
7927,8
15562,8
1171,5
11918,3
9135,5
6342,6
17833,1
11929,9
2539,8
3959,3
13183,7
5432,6
18745,0
1753,4
18322,2
10123,2
16376,6
6588,2
6304,6
7345,5
15352,7
597,6
19446,6
2336,8
9879,7
572,8
7521,2
6171,9
18474,9
13992,0
11861,8
12464,4
1633,6
17901,6
12485,4
10849,7
3648,7
15177,3
13140,9
17921,2
14357,5
13368,2
3137,4
97,2
11407,0
12722,2
12924,9
3750,4
8535,5
4666,0
16009,8
16994,4
1727,9
1854,8
10800,3
5055,3
10271,6
18708,5
12819,4
9369,1
9283,2
13171,8
5774,0
6519,9
10983,2
18133,8
14939,6
781,2
16282,1
6823,5
18489,1
7193,4
2113,1
16280,8
13565,2
10183,4
17961,4
9203,1
18658,7
15795,4
18810,0
13489,8
5546,0
6852,7
2551,8
6411,2
16391,3
18939,2
475,0
10403,9
7239,2
6710,0
8078,7
2285,3
5223,4
13521,1
14889,8
6971,6
19909,7
11531,7
14721,4
19206,0
4943,4
6530,6
11116,2
258,9
282,0
13937,7
1898,2
4135,0
6629,6
11168,8
19584,0
612,9
14203,8
17071,0
2307,8
7133,7
11205,9
5906,9
2591,4
15149,5
12150,5
7183,6
10102,3
19988,7
17053,4
1283,0
923,8
1125,7
1529,1
8438,1
16154,7
8004,5
9752,8
10592,5
3864,0
226,5
15036,5
11739,7
16648,4
9587,2
11749,2
645,3
16299,0
19374,1
13675,7
18888,2
10964,2
16087,6
13537,5
13269,2
9346,3
587,8
12763,5
9177,9
4079,0
3348,9
18099,6
10785,0
12328,0
6450,8
13230,5
5433,6
1098,9
7096,0
18710,6
11439,5
9087,1
16021,6
6416,6
6980,9
18058,9
11101,3
7950,7
9122,7
12576,6
1089,2
4578,8
9127,6
10487,4
155,2
1958,2
10693,6
6344,6
5779,4
3830,1
9046,0
9794,8
441,0
14478,4
4628,2
6370,5
9528,3
17332,7
11565,3
8179,6
16013,0
16843,9
392,6
12130,8
18171,4
10449,7
17522,7
7418,4
2454,2
17761,1
15223,1
6701,0
2597,3
141,3
2659,6
9031,7
15037,3
13970,0
5661,4
6142,7
12109,8
8787,7
10096,8
8472,3
16807,7
4249,5
14949,1
1750,8
18351,8
4088,8
15282,1
19330,7
9641,0
5075,6
10412,4
15686,4
7230,8
15432,8
11002,8
13947,0
13686,8
17915,4
13074,0
19374,7
4493,4
17317,4
1460,4
14140,1
19107,8
10704,7
16669,3
16648,5
6816,6
11639,4
14424,6
13965,2
18146,2
11240,7
40,8
5827,6
8259,2
17371,8
14849,2
16232,3
7804,8
19582,6
5374,4
2524,7
9277,4
18863,9
9885,9
778,2
1492,9
17044,2
17732,2
13615,0
12132,5
10178,6
7851,7
16288,6
7156,4
2044,2
7368,6
19900,5
13635,3
9168,6
17111,2
11328,2
13319,7
342,2
1447,7
6581,2
11851,2
6317,7
16910,4
10088,8
12946,8
16789,3
14567,6
14868,0
9765,2
12466,0
18230,9
17862,2
10587,3
771,0
16300,0
8770,8
11093,9
13803,6
193,1
2007,2
17569,4
18778,4
11190,2
9984,4
9302,1
7429,5
2261,9
6716,0
8921,5
4378,4
7815,3
13778,7
19835,9
12728,8
10332,0
9836,9
2800,4
8333,4
5410,5
17839,0
5808,4
6796,8
10288,8
17709,2
17543,3
4650,4
4987,9
15200,5
4697,1
16724,1
3828,0
18352,9
17087,3
12605,6
5482,5
18184,7
5463,7
13860,7
4912,9
4648,7
855,2
2866,2
11834,4
16294,0
16566,9
3112,0
4492,3
15114,9
1517,2
16018,9
17740,6
11431,6
8210,3
11595,6
12871,8
12743,8
9324,6
11531,6
6588,7
3311,7
987,6
3321,5
15812,9
4615,6
15512,7
13146,4
13654,4
3052,6
726,2
3760,2
1875,9
13969,8
4033,8
5443,6
17373,4
3744,0
16977,1
1774,2
10651,2
935,3
13395,6
3808,3
16715,7
11641,0
19086,7
14376,7
5889,4
5054,6
3868,7
16585,0
18881,3
1842,3
10058,5
9101,7
12497,3
